taskname,start,end,duration,acclname
conv2d_74,21451752.0,21721298.0,269546.0,Conv2D1024
conv2d_72,21452916.0,21930593.0,477677.0,Conv2D512
batch_normalization_74,21721298.0,21801745.0,80447.0,BatchNormalization1024
batch_normalization_72,21930593.0,21959577.0,28984.0,BatchNormalization8
conv2d_75,21801745.0,22088680.0,286935.0,Conv2D1024
batch_normalization_75,22088680.0,22169202.0,80522.0,BatchNormalization512
conv2d_76,22169202.0,22458175.0,288973.0,Conv2D1024
batch_normalization_76,22458175.0,22476746.0,18571.0,BatchNormalization512
conv2d_81,22476746.0,22969126.0,492380.0,Conv2D1024
conv2d_78,22476746.0,22907001.0,430255.0,Conv2D512
conv2d_77,22476746.0,22881049.0,404303.0,Conv2D256
conv2d_85,22476746.0,22783973.0,307227.0,Conv2D128
batch_normalization_81,22969126.0,23006176.0,37050.0,BatchNormalization512
batch_normalization_78,22907001.0,22941126.0,34125.0,BatchNormalization1024
batch_normalization_77,22881049.0,22910108.0,29059.0,BatchNormalization512
batch_normalization_85,22783973.0,22803554.0,19581.0,BatchNormalization1024
conv2d_82,23006176.0,24217297.0,1211121.0,Conv2D1024
conv2d_79,22941126.0,23317339.0,376213.0,Conv2D512
conv2d_80,22941126.0,23376504.0,435378.0,Conv2D256
batch_normalization_82,24217297.0,24250704.0,33407.0,BatchNormalization512
batch_normalization_79,23317339.0,23352411.0,35072.0,BatchNormalization512
batch_normalization_80,23376504.0,23409628.0,33124.0,BatchNormalization512
conv2d_83,24250704.0,24603448.0,352744.0,Conv2D1024
conv2d_84,24250704.0,24631693.0,380989.0,Conv2D512
batch_normalization_83,24603448.0,24636512.0,33064.0,BatchNormalization8
batch_normalization_84,24631693.0,24664449.0,32756.0,BatchNormalization512
conv2d_90,24664449.0,25436158.0,771709.0,Conv2D1024
conv2d_87,24664449.0,25346684.0,682235.0,Conv2D512
conv2d_86,24664449.0,25310321.0,645872.0,Conv2D256
conv2d_94,24664449.0,25156253.0,491804.0,Conv2D128
batch_normalization_90,25436158.0,25475673.0,39515.0,BatchNormalization1024
batch_normalization_87,25346684.0,25380208.0,33524.0,BatchNormalization8
batch_normalization_86,25310321.0,25339467.0,29146.0,BatchNormalization1024
batch_normalization_94,25156253.0,25175013.0,18760.0,BatchNormalization512
conv2d_91,25475673.0,26686717.0,1211044.0,Conv2D1024
conv2d_88,25380208.0,25756346.0,376138.0,Conv2D512
conv2d_89,25380208.0,25815761.0,435553.0,Conv2D256
batch_normalization_91,26686717.0,26720412.0,33695.0,BatchNormalization1024
batch_normalization_88,25756346.0,25790550.0,34204.0,BatchNormalization1024
batch_normalization_89,25815761.0,25848793.0,33032.0,BatchNormalization8
conv2d_92,26720412.0,27095975.0,375563.0,Conv2D512
conv2d_93,26720412.0,27075008.0,354596.0,Conv2D1024
batch_normalization_92,27095975.0,27131029.0,35054.0,BatchNormalization512
batch_normalization_93,27075008.0,27110830.0,35822.0,BatchNormalization1024
predictions,27131029.0,28418375.0,1287346.0,Dense512
